,address,description,hawker_name,hawker_photo_url,hawker_gmaps_url,hawker_status,longitude,latitude,hawker_coords,q1_start,q1_end,q2_start,q2_end,q3_start,q3_end,q4_start,q4_end
82,"Blk 79, Redhill Lane, Singapore 150079","Built in 1969, the standalone market offers a variety of fresh market produce to serve the needs of Redhill residents. The centre was upgraded in 2005 and comprises 122 market stalls.  Within walking distance from Redhill MRT.",Redhill Lane Blk 79 (Redhill Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153664347.jpg,https://www.google.com/maps/search/?api=1&query=Redhill+Lane+Blk+79+(Redhill+Market),Existing,103.8183975,1.287909985,"(1.287909985, 103.8183975)",22/3/2021,23/3/2021,7/6/2021,8/6/2021,13/9/2021,14/9/2021,13/12/2021,14/12/2021
83,"Blk 85, Redhill Lane, Singapore 150085","Build in 1972 to complement the market next door, Blk 85 Redhill Lane is a standalone food centre comprising 96 cooked food stalls. A good variety of food can be found within the hawker centre.  Within walking distance from Redhill MRT.",Redhill Lane Blk 85 (Redhill Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153717849.jpg,https://www.google.com/maps/search/?api=1&query=Redhill+Lane+Blk+85+(Redhill+Food+Centre),Existing,103.8183975,1.287400007,"(1.287400007, 103.8183975)",22/3/2021,23/3/2021,7/6/2021,8/6/2021,13/9/2021,14/9/2021,13/12/2021,14/12/2021
84,"590, Upper Thomson Road, Singapore 574419","Built in 1974, this centre is nestled along Upper Thomson Road and offers a wide variety of food such as Fish / Seafood Soup, Char Kway Teow, Ngoh Hiang, Pasta etc.  The centre comprises 36 cooked food stalls.",Sembawang Hills Food Centre (Jalan Leban Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155861677.jpg,https://www.google.com/maps/search/?api=1&query=Sembawang+Hills+Food+Centre+(Jalan+Leban+Food+Centre),Existing,103.8290329,1.372419953,"(1.372419953, 103.8290329)",4/1/2021,6/1/2021,5/4/2021,5/4/2021,5/7/2021,5/7/2021,4/10/2021,4/10/2021
85,"49A, Serangoon Garden Way, Singapore 555945","Within walking distance from the famous Chomp Chomp Food Centre, the spacious Serangoon Garden Market is an alternative food paradise where residents satisfy their palates.  Equipped also with a market produce section, patrons can discover true gems within the centre.  Take a look around and you can't miss those stalls that are highly rated by food gurus!",Serangoon Garden Market,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156095817.jpg,https://www.google.com/maps/search/?api=1&query=Serangoon+Garden+Market,Existing,103.8669815,1.363540053,"(1.363540053, 103.8669815)",14/1/1990,14/1/1990,14/6/2021,16/6/2021,13/9/2021,13/9/2021,20/12/2021,20/12/2021
86,"Blk 320, Shunfu Road, Singapore 570320","Built in 2000, the hawker centre at Blk 320 Shunfu Road is the last hawker centre to be built. Also known as Shunfu Mart, the centre houses 31 cooked food stalls and 51 market stalls.",Shunfu Road Blk 320 (Shunfu Mart),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259901832200.jpg,https://www.google.com/maps/search/?api=1&query=Shunfu+Road+Blk+320+(Shunfu+Mart),Existing,103.8370285,1.351819992,"(1.351819992, 103.8370285)",14/1/1990,14/1/1990,5/7/2021,5/7/2021,27/9/2021,27/9/2021,6/12/2021,6/12/2021
87,"Blk 6, Tanjong Pagar Plaza, Singapore 081006","Located near the Tanjong Pagar Plaza, the hawker centre serves some of the locals' favourite dishes such as Hainanese Chicken Rice, Curry Fish Head and Seafood Soup. Built in 1977, the centre has 52 cooked food stalls and 108 market stalls to serve the needs of the patrons.",Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/blk-6-tanjong-pagar-plaza.jpg,https://www.google.com/maps/search/?api=1&query=Tanjong+Pagar+Plaza+Blk+6+(Blk+6+Tanjong+Pagar+Plaza+Market+and+Food+Centre),Existing,103.8432312,1.276679993,"(1.276679993, 103.8432312)",20/3/2021,20/3/2021,19/6/2021,19/6/2021,11/9/2021,11/9/2021,10/12/2021,11/12/2021
88,"Blk 49, Sims Place, Singapore 380049","Also known as Sims Vista Market and Food Centre, the hawker centre is nestled within the idyllic Sims Vista estate. Originally built in 1976, the hawker centre was upgraded in 2006 to improve its physical facade and provide a more hygienic environment for both stallholders and patrons alike. 66 cooked food stalls and 78 market stalls serve patrons of the hawker centre.",Sims Place Blk 49 (Sims Vista Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153128123.jpg,https://www.google.com/maps/search/?api=1&query=Sims+Place+Blk+49+(Sims+Vista+Market+and+Food+Centre),Existing,103.8793793,1.317100048,"(1.317100048, 103.8793793)",8/3/2021,9/3/2021,28/6/2021,29/6/2021,27/9/2021,28/9/2021,6/12/2021,8/12/2021
89,"Blk 335, Smith Street, Singapore 050335","Original built in 1983, Blk 335 Smith Street is also commonly known as Chinatown Complex. It is the largest hawker centre in Singapore comprising a total of 703 stalls! After upgrading in 2008, the building has been transformed into an architecture of strong Chinese influence with a modern twist. Situated in the Chinatown area, the centre now comes with better amenities and increased seating capacity. A favourite hang-out place for residents to reminisce good old days while enjoying the wide array of local dishes offered.",Smith Street Blk 335 (Chinatown Complex Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168178798.jpg,https://www.google.com/maps/search/?api=1&query=Smith+Street+Blk+335+(Chinatown+Complex+Market),Existing,103.8428802,1.282299995,"(1.282299995, 103.8428802)",8/3/2021,10/3/2021,28/6/2021,29/6/2021,30/8/2021,31/8/2021,15/11/2021,16/11/2021
90,"3, Yung Sheng Road, Singapore 618499","Taman Jurong Market and Food Centre is an amalgamation of  3 hawker centres, namely Corporation Drive Market, Yung Sheng Food Centre and Corporation Drive Food Centre. Comprises 123 cooked food stalls and 57 market stalls.",Taman Jurong Market and Food Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156147897.jpg,https://www.google.com/maps/search/?api=1&query=Taman+Jurong+Market+and+Food+Centre,Existing,103.7216187,1.334681034,"(1.334681034, 103.7216187)",1/3/2021,2/3/2021,17/5/2021,18/5/2021,16/8/2021,18/8/2021,22/11/2021,23/11/2021
91,"Blk 137, Tampines Street 11, Singapore 521137","Blk 137 Tampines Street 11 is the only hawker centre in the Tampines area. Also commonly known as Tampines Round Market due to the unique circular shape of the hawker centre, it was built in 1982 to fulfill the marketing and dining needs of the resident in Tampines Town. Comprises 45 cooked food stalls and 99 market stalls. The hawker centre was voted by readers of Shin Min Daily as their favourite hawker centre for 2 years running (2008-2009) in the City Hawker Food Hunt contest.",Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154543785.jpg,https://www.google.com/maps/search/?api=1&query=Tampines+Street+11+Blk+137+(Tampines+Round+Market+and+Food+Centre),Existing,103.9445953,1.345595956,"(1.345595956, 103.9445953)",22/3/2021,24/3/2021,28/6/2021,30/6/2021,27/9/2021,30/9/2021,13/12/2021,14/12/2021
92,"48A, Tanglin Halt Road, Singapore 148813","Built way back in 1964, Tanglin Halt Market is an iconic hawker centre within the Tanglin Halt estate. The hawker centre was given a facelift in 2003, and currently comprises 28 cooked food stalls and 89 market stalls.",Tanglin Halt Market,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156211794.jpg,https://www.google.com/maps/search/?api=1&query=Tanglin+Halt+Market,Existing,103.7976837,1.300850034,"(1.300850034, 103.7976837)",8/3/2021,8/3/2021,7/6/2021,7/6/2021,13/9/2021,13/9/2021,6/12/2021,8/12/2021
93,"Blk 37A, Teban Garden Road, Singapore 601037","Located near Pandan Reservoir, the hawker centre comprises 28 cooked food stalls and 52 market stalls.  Built in 1976 to serve residents staying nearby.",Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153022672.jpg,https://www.google.com/maps/search/?api=1&query=Teban+Gardens+Road+Blk+37A+(Teban+Gardens+Market+and+Food+Centre),Existing,103.7420807,1.320517302,"(1.320517302, 103.7420807)",22/2/2021,23/2/2021,17/5/2021,18/5/2021,2/8/2021,3/8/2021,13/11/2021,15/11/2021
94,"Blk 11, Telok Blangah Crescent, Singapore 090011","The hawker centre was built in 1974 to serve the dining and marketing needs of residents living in the Telok Blangah area.  After its facelift in 2009, the upgraded centre boasts enhanced features such as ramps and wider circulation spaces for the physically challenged and elderly patrons.",Telok Blangah Crescent Blk 11 (11 Telok Blangah Crescent Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267876741836.gif,https://www.google.com/maps/search/?api=1&query=Telok+Blangah+Crescent+Blk+11+(11+Telok+Blangah+Crescent+Market+and+Food+Centre),Existing,103.8187332,1.277439952,"(1.277439952, 103.8187332)",29/3/2021,30/3/2021,31/5/2021,1/6/2021,13/9/2021,14/9/2021,27/12/2021,29/12/2021
95,"Blk 79, Telok Blangah Drive, Singapore 100079","Situated directly opposite the Telok Blangah Community Centre, the hawker centre is a convenient location where residents of Telok Blangah can get to enjoy palatable local cuisines at affordable rates from the 40 cooked food stalls.",Telok Blangah Drive Blk 79 (Telok Blangah Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153497855.jpg,https://www.google.com/maps/search/?api=1&query=Telok+Blangah+Drive+Blk+79+(Telok+Blangah+Food+Centre),Existing,103.8076782,1.27342999,"(1.27342999, 103.8076782)",22/3/2021,22/3/2021,28/6/2021,29/6/2021,27/9/2021,27/9/2021,6/12/2021,6/12/2021
96,"Blk 82, Telok Blangah Drive, Singapore 100082","Built in 1972, the standalone market at Blk 82 Telok Blangah Drive offers a variety of fresh produce where residents can fulfill their marketing needs. Comprises 144 market stalls.",Telok Blangah Drive Blk 82 (Telok Blangah Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153608307.jpg,https://www.google.com/maps/search/?api=1&query=Telok+Blangah+Drive+Blk+82+(Telok+Blangah+Market),Existing,103.8079987,1.273980021,"(1.273980021, 103.8079987)",22/3/2021,22/3/2021,28/6/2021,29/6/2021,27/9/2021,27/9/2021,6/12/2021,6/12/2021
97,"Blk 36, Telok Blangah Rise, Singapore 090036","Located near the scenic Mount Faber Park, the hawker centre has been serving the dining and marketing needs of residents in the vicinity since the 1970s.",Telok Blangah Rise Blk 36 (Telok Blangah Rise Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267858653663.jpg,https://www.google.com/maps/search/?api=1&query=Telok+Blangah+Rise+Blk+36+(Telok+Blangah+Rise+Market),Existing,103.8221283,1.272660017,"(1.272660017, 103.8221283)",4/1/2021,5/1/2021,19/4/2021,19/4/2021,12/7/2021,12/7/2021,11/10/2021,11/10/2021
98,"30, Seng Poh Road, Singapore 168898","Located in one of the oldest and most charming neighbourhoods, Tiong Bahru Market was built in 1950 as a single-storey centre.  The centre merged with Blk 84 and 84A Lim Liak Street during the upgrading in 2006, and was converted into a three-storey building: market stalls on the ground floor, cooked food stalls on the second floor and a carpark on the third. It is the fourth largest hawker centre in Singapore with 259 market stalls and 83 cooked food stalls! Well-known for the many popular stalls within the centre.",Tiong Bahru Market,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156378375.jpg,https://www.google.com/maps/search/?api=1&query=Tiong+Bahru+Market,Existing,103.832428,1.284682989,"(1.284682989, 103.832428)",1/3/2021,2/3/2021,17/5/2021,17/5/2021,2/8/2021,2/8/2021,29/11/2021,29/11/2021
99,"Blk 127, Lorong 1 Toa Payoh, Singapore 310127","Built in 1969, the two-storey hawker centre comprises 40 cooked food stalls and 108 market stalls. Well-known for hawker fare such as Chicken Rice, Hokkien Mee etc, the hawker centre serves both the dining and marketing needs of Toa Payoh residents.",Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154499803.jpg,https://www.google.com/maps/search/?api=1&query=Toa+Payoh+Lorong+1+Blk+127+(Toa+Payoh+West+Market+and+Food+Court),Existing,103.8447876,1.338160038,"(1.338160038, 103.8447876)",22/3/2021,22/3/2021,28/5/2021,1/6/2021,4/10/2021,4/10/2021,27/12/2021,27/12/2021
100,"Blk 74, Lorong 4 Toa Payoh, Singapore 310074","Built in 1968, the hawker centre at Blk 74 Lorong 4 Toa Payoh comprises 10 cooked food stalls and 80 market stalls. Located near to Toa Payoh central and HDB Hub.",Toa Payoh Lorong 4 Blk 74 (Toa Payoh Vista Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262226848493.jpg,https://www.google.com/maps/search/?api=1&query=Toa+Payoh+Lorong+4+Blk+74+(Toa+Payoh+Vista+Market),Existing,103.8520584,1.334619999,"(1.334619999, 103.8520584)",22/2/2021,22/2/2021,5/4/2021,5/4/2021,19/7/2021,19/7/2021,8/11/2021,11/11/2021
101,"Blk 93, Lorong 4 Toa Payoh, Singapore 310093","Built in 1967, the hawker centre at Blk 93 Lorong 4 Toa Payoh comprises 28 cooked food stalls and 32 market stalls. Originally a double-storey building, the centre was converted to a single-storey one after upgrading in 2009.",Toa Payoh Lorong 4 Blk 93,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154305312.jpg,https://www.google.com/maps/search/?api=1&query=Toa+Payoh+Lorong+4+Blk+93,Existing,103.8495712,1.338539958,"(1.338539958, 103.8495712)",15/3/2021,15/3/2021,31/5/2021,31/5/2021,27/9/2021,27/9/2021,6/12/2021,8/12/2021
102,"Blk 75, Lorong 5 Toa Payoh, Singapore 310075","Built in 1968, this standalone food centre at Blk 75 Lorong 5 Toa Payoh comprises 36 cooked food stalls.",Toa Payoh Lorong 5 Blk 75,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267878144152.jpg,https://www.google.com/maps/search/?api=1&query=Toa+Payoh+Lorong+5+Blk+75,Existing,103.8529968,1.336099982,"(1.336099982, 103.8529968)",1/3/2021,1/3/2021,17/5/2021,19/5/2021,16/8/2021,16/8/2021,22/11/2021,22/11/2021
103,"Blk 22, Lorong 7 Toa Payoh, Singapore 310022","Built in 1970, the hawker centre at Blk 22 Lorong 7 Toa Payoh serves the Kim Keat residents and nearby industrial parks. There are 61 cooked food stalls and 59 market stalls in the hawker centre.  Be pampered by delicious hawker fare such as Oyster Omelette, Fishball Noodles, Zi Char etc!",Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168256123.jpg,https://www.google.com/maps/search/?api=1&query=Toa+Payoh+Lorong+7+Blk+22+(Kim+Keat+Palm+Market+and+Food+Centre),Existing,103.8570633,1.335289955,"(1.335289955, 103.8570633)",8/3/2021,9/3/2021,7/6/2021,8/6/2021,13/9/2021,14/9/2021,13/12/2021,14/12/2021
104,"Blk 210, Lorong 8 Toa Payoh, Singapore 310210","Built in 1974, this hawker centre houses 80 cooked food stalls and 77 market stalls. One of the largest hawker centres in the Toa Payoh vicinity.",Toa Payoh Lorong 8 Blk 210,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267876959422.jpg,https://www.google.com/maps/search/?api=1&query=Toa+Payoh+Lorong+8+Blk+210,Existing,103.8544617,1.340330005,"(1.340330005, 103.8544617)",4/1/2021,5/1/2021,19/4/2021,20/4/2021,5/7/2021,6/7/2021,25/10/2021,27/10/2021
105,"Blk 17, Upper Boon Keng Road, Singapore 380017","Upgraded in 2009, the hawker centre at Blk 17 Upper Boon Keng comprises 84 cooked food stalls and 60 market stalls. The hawker centre serves the nearby residential and industrial estates.",Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262226056435.jpg,https://www.google.com/maps/search/?api=1&query=Upper+Boon+Keng+Road+Blk+17+(Blk+17+Upper+Boon+Keng+Market+and+Food+Centre),Existing,103.8716812,1.315089941,"(1.315089941, 103.8716812)",22/3/2021,23/3/2021,21/6/2021,22/6/2021,13/9/2021,14/9/2021,29/11/2021,1/12/2021
106,"Blk 531A, Upper Cross Street, Singapore 051531","Also known as Hong Lim Food Centre, the hawker centre is famous for dishes such as Bak Ku Teh, Crayfish Hor Fun, Curry Chicken Noodles, Fish Head Bee Hoon etc. Expect to see long queues at different stalls, especially during lunch hours. Apart from the 103 cooked food stalls, the hawker centre also has 40 market stalls to serve the needs of the residents in the vicinity.",Upper Cross Street Blk 531A (Hong Lim Food Centre and Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267878882405.jpg,https://www.google.com/maps/search/?api=1&query=Upper+Cross+Street+Blk+531A+(Hong+Lim+Food+Centre+and+Market),Existing,103.8458633,1.284469962,"(1.284469962, 103.8458633)",22/3/2021,23/3/2021,21/6/2021,22/6/2021,27/9/2021,28/9/2021,27/12/2021,29/12/2021
107,"Blk 502, West Coast Drive, Singapore 120502","Also known as Ayer Rajah Market, the standalone market is located next to Ayer Rajah Food Centre. One of the last few hawker centres built, construction was completed in 1995 to complement Ayer Rajah Food Centre. There are 68 market stalls at the market to serve the West Coast area.",West Coast Drive Blk 502 (Ayer Rajah Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168297394.jpg,https://www.google.com/maps/search/?api=1&query=West+Coast+Drive+Blk+502+(Ayer+Rajah+Market),Existing,103.7591019,1.311959982,"(1.311959982, 103.7591019)",15/3/2021,15/3/2021,14/6/2021,14/6/2021,13/9/2021,13/9/2021,13/12/2021,14/12/2021
108,"Blk 503, West Coast Drive, Singapore 120503","Also known as Ayer Rajah Food Centre, the standalone food centre was originally built in 1979.  The centre is located next to Ayer Rajah Market and currently houses 80 cooked food stalls to serve the West Coast area.",West Coast Drive Blk 503 (Ayer Rajah Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168322420.jpg,https://www.google.com/maps/search/?api=1&query=West+Coast+Drive+Blk+503+(Ayer+Rajah+Food+Centre),Existing,103.7598038,1.311869979,"(1.311869979, 103.7598038)",15/3/2021,16/3/2021,14/6/2021,15/6/2021,13/9/2021,14/9/2021,13/12/2021,16/12/2021
109,"Blk 90, Whampoa Drive, Singapore 320090","Known also as Whampoa Drive Makan Place, this is one hawker centre in Singapore which has become inceasingly famous over the years. Patrons can easily find popular stalls serving up excellent dishes to satisfy their palate. Be prepared to wait during peak hours as the premise is packed with diners!",Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154207158.jpg,https://www.google.com/maps/search/?api=1&query=Whampoa+Drive+Blk+90+(Whampoa+Drive+Makan+Place/Whampoa+Food+Centre),Existing,103.8550415,1.323140025,"(1.323140025, 103.8550415)",16/3/2021,16/3/2021,22/6/2021,22/6/2021,27/9/2021,29/9/2021,14/12/2021,14/12/2021
110,"Blk 91/92, Whampoa Drive, Singapore 320091/320092","Known also as Whampoa Drive Makan Place, this is one hawker centre in Singapore which has become inceasingly famous over the years. Patrons can easily find popular stalls serving up excellent dishes to satisfy their palate. Be prepared to wait during peak hours as the premise is packed with diners!",Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154257763.jpg,https://www.google.com/maps/search/?api=1&query=Whampoa+Drive+Blk+91/92+(Whampoa+Drive+Makan+Place/Whampoa+Market),Existing,103.8541336,1.323490024,"(1.323490024, 103.8541336)",15/3/2021,15/3/2021,21/6/2021,21/6/2021,13/9/2021,14/9/2021,13/12/2021,13/12/2021
111,"Blk 51, Yishun Avenue 11, Singapore 768867","Built in 2017, the hawker centre at Yishun Park consists of 45 cooked food stalls and allows patrons of all ages to enjoy affordable food in a pleasant dining environment.  The centre features natural ventilation, family-friendly features, such as child-friendly toilet facilities and family-friendly seating, and built-in tray-return facilities at accessible locations.",Yishun Park Hawker Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/yishun-hawker-centre.jpg,https://www.google.com/maps/search/?api=1&query=Yishun+Park+Hawker+Centre,Existing (new),103.844992,1.424911,"(1.424911, 103.844992)",8/3/2021,9/3/2021,7/6/2021,8/6/2021,6/9/2021,8/9/2021,6/12/2021,7/12/2021
112,"Blk 104/105, Yishun Ring Road, Singapore 760104/760105","Built in 1984, the hawker centre comprises 56 cooked food stalls and 123 market stalls. Residents of Chong Pang patronise the centre for its wide selection of local cuisines.",Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267438077554.jpg,https://www.google.com/maps/search/?api=1&query=Yishun+Ring+Road+Blk+104/105+(Chong+Pang+Market+and+Food+Centre),Existing,103.8280716,1.43165803,"(1.43165803, 103.8280716)",1/3/2021,2/3/2021,17/5/2021,18/5/2021,27/9/2021,28/9/2021,27/12/2021,30/12/2021
113,"70, Zion Road, Singapore 247792","Located opposite Great World City, Zion Riverside Food Centre boasts a huge reputation even with its relatively small footprint of 32 cooked food stalls. Built since 1976, patrons can find a variety of good food offerings at the centre. Popular with both locals and tourists alike.",Zion Riverside Food Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267879560483.jpg,https://www.google.com/maps/search/?api=1&query=Zion+Riverside+Food+Centre,Existing,103.8311844,1.29234004,"(1.29234004, 103.8311844)",14/1/1990,14/1/1990,24/5/2021,25/5/2021,25/8/2021,26/8/2021,23/11/2021,24/11/2021
